Store No,Store Name,Address,formatted_address_google,location_lat,location_lng,Coordinate
362,FamilyMart Saujana Utama,"88G, Jalan Bidara 6/3, Saujana Utama 3, 47000 Sungai Buloh, Selangor.","88G, Jalan Bidara 6/3, Saujana Utama 3, 47000 Sungai Buloh, Selangor, Malaysia",3.2020081,101.4874384,"3.2020081, 101.4874384"
363,FamilyMart Maju Utama,"No. 30G, Lorong Maju Utama 1, Pusat Perniagaan Maju Utama, 14000 Bukit Mertajam, Pulau Pinang.","30G, Lorong Maju Utama 1, Pusat Perniagaan Maju Utama, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",5.3515447,100.4724291,"5.3515447, 100.4724291"
364,FamilyMart Pengerang,"No. 87-1, Ground Floor, Jalan Hee Seng, Sungai Rengit, 81600 Pengerang, Kota Tinggi, Johor","No. 87-1, Ground Floor, Jalan Hee Seng, Kampung Sungai Rengit, 81600 Pengerang, Johor, Malaysia",1.3505921,104.2238119,"1.3505921, 104.2238119"
365,FamilyMart Kotasas,"R-15, Tasek Commercial Centre, Kota Sultan Ahmad Shah, 25200 Kuantan, Pahang Darul Makmur.","R-15, Tasek Commercial Centre, Kota Sultan Ahmad Shah, 25200 Kuantan, Pahang, Malaysia",3.8707161,103.2742359,"3.8707161, 103.2742359"
366,FamilyMart Taman Lumut Indah 2 Bukit Permata Lumut Perak,"No. 7 (Ground Floor), Jalan Lumut Indah 2/1, Taman Lumut Indah II, 32200 Lumut, Perak","No. 7 (Ground Floor, Jalan Lumut Indah 2/1, Taman Lumut Indah II, 32200 Lumut, Perak, Malaysia",4.2089764,100.6387853,"4.2089764, 100.6387853"
367,FamilyMart Durian Tunggal,"DT 975, Pekan Durian Tunggal, 76100 Durian Tunggal, Melaka.","DT 975, Pekan, 76100 Durian Tunggal, Malacca, Malaysia",2.3122614,102.2827561,"2.3122614, 102.2827561"
368,FamilyMart Taman Mas Jaya,"No 21 (Ground Floor), Jalan Perniagaan Jaya, Pusat Perniagaan Mas Jaya, 84000 Muar, Johor.","21, Jalan Perniagaan Jaya, Pusat Perniagaan Mas Jaya, 84000 Muar, Johor, Malaysia",2.0687237,102.5791038,"2.0687237, 102.5791038"
369,FamilyMart Caltex Tanjung Tokong,"A Portion of 5B, Mukim 18, Persiaran Tanjung Tokong, 10740 Pulau Pinang.","5B, Mukim, 18, Jln Tanjung Tokong, Kampung Masjid, 10740 Tanjung Tokong, Penang, Malaysia",5.4461175,100.3048287,"5.4461175, 100.3048287"
370,FamilyMart Caltex Jalan Kuala Ketil,"No.10, Jalan Cindai Jaya 1A, Taman Cindai Jaya, 08000 Sungai Petani, Kedah","No.10, Jalan Cindai Jaya 1A, Taman Cindai Jaya, 08000 Sungai Petani, Kedah, Malaysia",5.6257186,100.5284214,"5.6257186, 100.5284214"
371,FamilyMart Alor Setar,"NO. S7 & S12, Lot 92, Jalan Istana Kuning, 05000 Alor Setar, Kedah.","No. S7 & S12 Lot, 92, Jalan Istana Kuning, Bandar Alor Setar, 05000 Alor Setar, Kedah, Malaysia",6.125105,100.3688508,"6.125105, 100.3688508"
373,FamilyMart Ayer Tawar,"No.10 (Ground floor), Jalan Seri Sentosa 1, Taman Medan Seri Sentosa, 32400 Ayer Tawar, Perak.","No.10 (Ground floor, Jalan Seri Sentosa 1, Taman Medan Seri Sentosa, 32400 Ayer Tawar, Perak, Malaysia",4.2939516,100.7533501,"4.2939516, 100.7533501"
375,FamilyMart Pantai Remis,"16 (Ground Floor), Jln Pantai Makmur 2/1, Taman Pantai Makmur, 34900 Pantai Remis, Perak","16 (Ground Floor, Jln Pantai Makmur 2/1, Taman Pantai Makmur, 34900 Pantai Remis, Perak, Malaysia",4.4438381,100.6267469,"4.4438381, 100.6267469"
376,FamilyMart Caltex Tandop,"Jalan Dato' Syed Omar, Kampung Teluk Bagan, 05050 Alor Setar, Kedah","Jalan Dato' Syed Omar, Kampung Teluk Bagan, 05050 Alor Setar, Kedah, Malaysia",6.0687322,100.3651436,"6.0687322, 100.3651436"
377,FamilyMart Kuala Sg Baru,"SI17, Jalan Kuala Sungai Baru Ilir Jaya Utama, Taman Sungai Baru Ilir Jaya, 78000 Alor Gajah, Melaka.","SI17, Jalan Kuala, Jalan Sungai Baru Ilir Jaya Utama, Taman Sungai Baru Ilir Jaya, 78000 Alor Gajah, Melaka, Malaysia",2.3663784,102.0511629,"2.3663784, 102.0511629"
378,FamilyMart Lobak,"No. 13 (GF), Jalan PKL 2, Pusat Komersial Locak, 70200 Seremban.","No. 13 (GF, Jalan PKL 2, Pusat Komersial Locak, 70200 Seremban, Negeri Sembilan, Malaysia",2.7273085,101.925913,"2.7273085, 101.925913"
379,FamilyMart Temerloh,"No. 4&6, Jalan Sudirman 1, Bandar Sri Semantan, 28000 Temerloh, Pahang.","No. 4 & 6, Jalan Sudirman 1, Bandar Sri Semantan, 28000 Temerloh, Pahang, Malaysia",3.4490852,102.4153658,"3.4490852, 102.4153658"
380,FamilyMart IOI City Mall 2,"Lot LG218, IOI City Tower Two Lebuh IRC, IOI Resort, 62502 Putrajaya, Selangor","2, Lbh IRC, Ioi Resort, 43000 Putrajaya, Selangor, Malaysia",2.9690719,101.7170805,"2.9690719, 101.7170805"
381,FamilyMart Taman Samudra,"13A-G, Prima Samudera, Jalan 11, Lorong Samudera Utara, Taman Samudra, 68100 Batu Caves, Selangor","13A-G, Prima Samudera, Jalan 11, Lorong Samudera Utara, Taman Samudra, 68100 Batu Caves, Selangor, Malaysia",3.234084,101.6952502,"3.234084, 101.6952502"
382,FamilyMart Caltex Selama,"A portion of Caltex Petrol Station at Lot 5863, Jalan Selama Kedah, 34100 Selama, Perak.","Perak MY, Lot 5863, Jln Selama - Alor Pongsu, 34100 Selama, Kedah, Malaysia",5.2245285,100.6875028,"5.2245285, 100.6875028"
383,FamilyMart Simpang Kuala,"No. 65 (Ground Floor), Jalan PSK 1, Pekan Simpang Kuala, 05400 Alor Setar, Kedah. ","No. 65 (Ground Floor, Jalan Psk Satu, Pekan Simpang Kuala, 05400 Alor Setar, Kedah, Malaysia",6.099924,100.3641615,"6.099924, 100.3641615"
