Store No,Store Name,Address,formatted_address_google,location_lat,location_lng,Coordinate
340,FamilyMart Pusat Perniagaan Putra Raub,"No. 111, Lorong Putra Raub 2, Pusat Perniagaan Putra Raub, 27600 Raub, Pahang.","No. 111, Lorong Putra Raub 2, Pusat Perniagaan Putra, 27600 Raub, Pahang, Malaysia",3.8071358,101.854473,"3.8071358, 101.854473"
341,FamilyMart Klebang Restu,"Laluan Klebang Restu 2, Medan Klebang Restu, 31200 Chemor, Perak","64, Laluan Klebang Restu 2, Medan Klebang Restu, 31200 Chemor, Perak, Malaysia",4.6820626,101.1215785,"4.6820626, 101.1215785"
342,FamilyMart Tapah,"103, Jalan Baldwin 3, Pusat Perniagaan Baldwin, 35000 Tapah, Perak","103, Jalan Baldwin 3, Pusat Perniagaan Baldwin, 35000 Tapah, Perak, Malaysia",4.1958388,101.2632779,"4.1958388, 101.2632779"
343,FamilyMart Ferringhi Walk,"72C-G-2 & 72C-G-3, Jalan Batu Ferringhi, 11100 Batu Ferringhi, Pulau Pinang.","72C-G-2 & 72C-G-3, Jalan Batu Ferringhi, 11100 Batu Ferringhi, Pulau Pinang, Malaysia",5.4743592,100.2483069,"5.4743592, 100.2483069"
344,FamilyMart Temu Shop Elmina,"No.71 (GF), Jalan Eserina Y U16/Y, Elmina East, 40160 Shah Alam, Selangor.","No.71 (GF), Jalan Eserina Y U16/Y, Elmina East, 40160 Shah Alam, Selangor, Malaysia",3.1849626,101.5266572,"3.1849626, 101.5266572"
345,FamilyMart Pinggiran Batu Caves,"41-G Pinggiran Batu Caves, Jalan TPI 1/5, 68100 Batu Caves, Selangor?","41G, Jalan PGN 1A/1, Taman Pinggiran, 68100 Batu Caves, Selangor, Malaysia",3.2505885,101.6924844,"3.2505885, 101.6924844"
346,FamilyMart Putra Heights,"No. 19, Jalan Putra Mahkota 7/6c, Putra Heights, 47650 Subang Jaya, Selangor","19, Jalan Putra Mahkota 7/6c, Pusat Bandar Putra Point, 47650 Subang Jaya, Selangor, Malaysia",2.9963773,101.57355,"2.9963773, 101.57355"
347,FamilyMart Dagang Avenue,"No. G-16, Dagang Avenue, Jalan Dagang B/3A, Taman Dagang, 68000 Ampang, Selangor.","No G-16 Dagang Avenue, Jalan Dagang B/3a, Taman Dagang, 68000 Ampang Jaya, Selangor, Malaysia",3.1488657,101.754536,"3.1488657, 101.754536"
348,FamilyMart Pusat Bandar Putra Nilai,"Ground Floor, PT 12167, Jalan BBN 1/1F, Putra Nilai, 71800 Nilai, Negeri Sembilan","Ground Floor, PT 12167, Jalan BBN 1/1F, Putra Nilai, Putra Point, 71800 Nilai, Negeri Sembilan, Malaysia",2.814084,101.797268,"2.814084, 101.797268"
349,FamilyMart Hillpark Residence,"No. 6-G, Jalan 1/2, Hillpark Residence, Bandar Teknologi, 43500 Semenyih, Selangor","JueMal BTK, 6-G, Jalan 1/2, Bandar Teknologi Kajang, 43500 Semenyih, Selangor, Malaysia",2.970765,101.827002,"2.970765, 101.827002"
351,FamilyMart Bukit Rambai,"No. 33, Jalan Rambai Jaya 29, Taman Rambai Jaya, 75260 Melaka.","33, Jalan Rambai Jaya 29, Taman Rambai Jaya, 75250 Melaka, Malaysia",2.2639725,102.1886075,"2.2639725, 102.1886075"
