Store No,Store Name,Address,formatted_address_google,location_lat,location_lng,Coordinate
82,FamilyMart JB City Square,"J2-18, Level 2 ,Johor City Square, 106-108, Jalan Wong Ah Fook, 80000 Johor Bahru, Johor. ","Lot J2-18 Level 02, Johor Bahru City Square, 106-108, Jalan Wong Ah Fook, Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",1.461799,103.7639603,"1.461799, 103.7639603"
83,FamilyMart Sungai Buloh Caltex,"Lot 37011, No. PU 469, Jalan Subang Sungai Buloh, Seksyen U3, 40150 Shah Alam, Selangor.","Lot 37011, No. PU 469, Jln Subang, Seksyen U3, 40150 Shah Alam, Selangor, Malaysia",3.1533366,101.5530884,"3.1533366, 101.5530884"
84,FamilyMart Nusa Bestari,"14 (G), Jalan Bestari 2/2, Taman Nusa Bestari, 81300 Skudai, Johor.","14 (G, Jalan Bestari 2/2, Taman Nusa Bestari, 81200 Skudai, Johor, Malaysia",1.4807347,103.6653192,"1.4807347, 103.6653192"
85,FamilyMart Bandar Puchong Jaya,"No. 7, Ground Floor, Jalan Kenari 4, Bandar Puchong Jaya, 47170 Puchong, Selangor.","G7, Jalan Kenari 4, Bandar Puchong Jaya, 47170 Puchong, Selangor, Malaysia",3.0454422,101.6209854,"3.0454422, 101.6209854"
86,FamilyMart Caltex LDP Batu 14,"Lot 58753, Batu 14, Jalan Puchong, 47100 Selangor.","Lot 58753, Jalan Puchong Batu 14, Kampung Baru Puchong, 47100 Puchong, Selangor, Malaysia",2.9874949,101.6255337,"2.9874949, 101.6255337"
87,FamilyMart Taman Selayang Utama,"No. 3, Jalan SU 10, Taman Selayang Utama, 68100 Batu Caves, Selangor.","No 3, Jalan SU 10, Taman Selayang Utama, 68100 Batu Caves, Selangor, Malaysia",3.2372061,101.643571,"3.2372061, 101.643571"
88,FamilyMart Taman Sutera,"95, Sutera Tanjung 8/2, Taman Sutera Utama, 81300, Skudai, Johor.","95, Jalan Sutera Tanjung 8/2, Taman Sutera Utama, 81300 Skudai, Johor, Malaysia",1.5143523,103.6688655,"1.5143523, 103.6688655"
89,FamilyMart Sunway Monash Residence,"Lot L2-02-01 & 02, Sunway Monash Residence, Persiaran Tasik Barat, Sunway South Quay, 47500 Subang Jaya, Selangor.","Lot L2-02-01A, Sunway Monash Residence, Persiaran Tasik Barat, Sunway South Quay, 47500 Subang Jaya, Selangor, Malaysia",3.0625591,101.5998077,"3.0625591, 101.5998077"
90,FamilyMart Bukit Jalil Jaya,"No. 22, Ground Floor, Jalan Jalil Jaya 2, Jalil Link, Bukit Jalil, 57000, Kuala Lumpur. ","22, 2, Jalan Jalil Jaya 2, Jalil Link, 57000 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.0582778,101.6737763,"3.0582778, 101.6737763"
91,FamilyMart Caltex Lestari Perdana,"Lot 45245, Persiaran Lestari Perdana, Taman Lestari Perdana, 43300 Seri Kembangan, Selangor. ","Lot 45245, Persiaran Lestari Perdana, Lestari Perdana, 43300 Seri Kembangan, Selangor, Malaysia",2.9941709,101.6632493,"2.9941709, 101.6632493"
92,FamilyMart Plaza Sentosa,"Unit 1A & Unit 25, Ground Floor, Block F, Plaza Sentosa, Jalan Sutera, Taman Sentosa, 80150 Johor Bahru, Johor.","Unit 1A & Unit 25, Ground Floor, Block F, Plaza Sentosa, Taman Sentosa, 80150 Johor Bahru, Johor, Malaysia",1.492217,103.7683755,"1.492217, 103.7683755"
93,FamilyMart Ampang Point,"87 (Ground Floor), Lorong Mamanda 1, Ampang Point, 68000 Ampang, Selangor.","87 (Ground Floor, Lorong Memanda 1, Ampang Point, 68000 Ampang, Selangor, Malaysia",3.1588749,101.7510603,"3.1588749, 101.7510603"
94,FamilyMart Bukit Tinggi 2,"No. 57-GF, Lorong Batu Nilam 21B, Bandar Bukit Tinggi 2, Klang 41200 Selangor.","No. 57 (Ground Floor, Lorong Batu Nilam 21B, Bandar Bukit Tinggi 1, 41200 Klang, Selangor, Malaysia",2.9978093,101.4436423,"2.9978093, 101.4436423"
95,FamilyMart Mega Mendung,"109, Jalan Mega Mendung, Batu 5 Off Jalan Kelang Lama, 58200 Kuala Lumpur.","109, Jalan Mega Mendung, Bandar Complex, 58200 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.0832165,101.6715316,"3.0832165, 101.6715316"
97,FamilyMart PLUS Sg Buloh,"SGBOBR-R6,Lot R5, Restoran Jejantas Sg Buloh (Arah Selatan), KM 458.3, Lebuhraya Sg Buloh-Tanjung Malim , 47000 Sg Buloh, Selangor.","Lot R5, Restoran Jejantas Sg Buloh (Arah Selatan M 458.3, Lebuhraya Sg Buloh-Tanjung Malim, 47000 Sungai Buloh, Selangor, Malaysia",3.1886797,101.586611,"3.1886797, 101.586611"
98,FamilyMart Berkeley Uptown,"Lot 75, Jalan Delima, Off Jalan Kapar, 41400 Klang, Selangor. ","Lot 75, Jalan Delima, Off, Jalan Kapar, Kampung Sungai Pinang Dalam, 41400 Klang, Selangor, Malaysia",3.0559457,101.4456052,"3.0559457, 101.4456052"
