Store No,Store Name,Address,formatted_address_google,location_lat,location_lng,Coordinate
264,FamilyMart Sg Udang,"No 5, Jalan Kerambit 1, Bandar Baru Sungai Udang , 76300 Melaka.","5, Jalan Kerambit 1, Bandar Baru Sungai Udang, 76300 Melaka, Malaysia",2.2904434,102.1401416,"2.2904434, 102.1401416"
265,FamilyMart Silibin,"No. 5 (Ground Floor), Jalan Silibin,Pusat Perniagaan Pertama, 30100 Ipoh, Perak.","No.5, Pusat Perniagaan Pertama, Jalan Silibin, Kawasan Perkilangan Jelapang, 30100 Ipoh, Perak, Malaysia",4.6083123,101.0607895,"4.6083123, 101.0607895"
266,FamilyMart Caltex Sunway Iskandar,"as Plot F21, Jalan Medini Selatan 1, Bandar Medini Iskandar, 79250 Iskandar Puteri, Johor.","Plot F21, Jalan Medini Selatan 1, Bandar Medini Iskandar, 79250 Iskandar Puteri, Johor, Malaysia",1.396597,103.6311497,"1.396597, 103.6311497"
267,FamilyMart Petron Tanjung Labuh,"Lot 4459, BT 2, Jalan Tanjung Labuh, 83000 Batu Pahat, Johor.","Lot 4459, BT 2, Jalan Tanjong Laboh, 83000 Batu Pahat, Johor, Malaysia",1.8377936,102.9465868,"1.8377936, 102.9465868"
269,"FamilyMart Prima Saujana, Kajang","B-G-41, Jalan Prima Saujana 2/1A, Taman Prima Saujana, 43000 Kajang, Selangor.","B-G-41, 1A, Taman, Jalan Prima Saujana 2/D, Prima Saujana, 43000 Kajang, Selangor, Malaysia",3.0083442,101.8062335,"3.0083442, 101.8062335"
270,FamilyMart CU Pavilion Bukit Jalil,"Lot 1.47.00, Level 1, Pavilion Bukit Jalil, Pusat Bandar, 2, Persiaran Jalil Utama, Bukit Jalil, 57000 Kuala Lumpur.","No.1.37, Level 1, Pavilion, Persiaran Jalil Utama, Bukit Jalil, 57000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.0507085,101.6707302,"3.0507085, 101.6707302"
272,"FamilyMart Botanica CT Centre, Balik Pulau","12 & 12A-G, Jalan Sungai Rusa, 11000 Balik Pulau, Pulau Pinang.","Plot 14 & 15, CT Centre1, Botanica, 11000 Balik Pulau, Pulau Pinang, Malaysia",5.3699644,100.2165112,"5.3699644, 100.2165112"
273,FamilyMart Merlimau,"JC 19, Jalan BMU 1, Bandar Baru Merlimau Utara,77300 Merlimau, Melaka.","JC 19, Jalan BMU 1, Bandar Baru Merlimau Utara, 77300 Merlimau, Melaka, Malaysia",2.1682879,102.4314651,"2.1682879, 102.4314651"
274,FamilyMart Bentong,"P11,  Jalan MG1, Pusat Perniagaan Mutiara Gemilang,28700 Bentong, Pahang.","P11, Jalan MG1, Pusat Perniagaan Mutiara Gemilang, Taman Bentung Jaya, 28700 Bentong, Pahang, Malaysia",3.5388704,101.9018853,"3.5388704, 101.9018853"
275,FamilyMart Tanjung Malim,"Lot 232, Mukim Hulu Bernam Timur, District Muallim, Perak Darul Ridzuan.","1, 35900 Tanjong Malim, Perak, Malaysia",3.691496,101.5223713,"3.691496, 101.5223713"
276,FamilyMart Caltex E-gate,"1, Lebuhraya Tun Dr Lim Chong Eu, Seksyen 4 Jelutong, 11600 Georgetown, Pulau Pinang","1, Lebuhraya Tun Dr Lim Chong Eu, Seksyen 4 Jelutong, 11600 George Town, Penang, Malaysia",5.375014,100.3152513,"5.375014, 100.3152513"
277,FamilyMart Petron Taman Prima,"LOT 202, Susur GP Prima, Taman GP Prima, 81550 Gelang Patah, Johor","LOT 202, Susur GP Prima, Taman GP Prima, 81550 Gelang Patah, Johor, Malaysia",1.4776319,103.5833301,"1.4776319, 103.5833301"
278,FamilyMart Golden Triangle 2,"35-1-1 and 35-1-2, Golden Triangle 2, Jalan Dato' Ismail Hashim, 11900 Bayan Lepas.","35-1-1 & 35-1-2, GOLDEN TRIANGLE, 2, Jalan Dato Ismail Hashim, Sungai Ara, 11900 Bayan Lepas, Pulau Pinang, Malaysia",5.329893,100.2758313,"5.329893, 100.2758313"
279,FamilyMart Caltex Batang Kali,"Part of Caltex Batang Kali, PT9610, Jalan Batang Kali, Seksyen 5 Bandar Baru Batang Kali, 44300 Batang Kali, Selangor Darul Ehsan.","PT9610, Jln Batang Kali - Genting Highlands, Seksyen 5 Bandar Baru, 44300 Batang Kali, Selangor, Malaysia",3.4524124,101.6638065,"3.4524124, 101.6638065"
280,FamilyMart Bond Square,"No.19 & 19A, Jalan Niaga Simee 1, Pusat Perniagaan Simee, 31400 Ipoh, Perak","Pusat Perniagaan Simee, Lot. 15 & 17, Jalan Niaga Simee 1, Kampung Simee, 31400 Ipoh, Perak, Malaysia",4.618147,101.1162982,"4.618147, 101.1162982"
281,FamilyMart Caltex Taman Meru,"Lot 120089, Taman Meru Industrial Estate, Jelapang, 30020 Ipoh, Perak.","Jln Jelapang, 30020 Ipoh, Perak, Malaysia",4.6515354,101.07028,"4.6515354, 101.07028"
282,FamilyMart SOHO,"Block D,G-9 Soho Ipoh, Jalan Sultan Idris Shah, 30000 Ipoh, Perak","Block D,G-9 Soho Ipoh, D-2-9, Soho Ipoh, 2, Jalan Sultan Idris Shah, 30000 Ipoh, Perak, Malaysia",4.5925199,101.0898704,"4.5925199, 101.0898704"
283,FamilyMart Klebang,"20, Jalan Nirwana 2, Taman Nirwana, 75200 Tanjung Kling, Melaka.","20, Jalan Nirwana 2, Taman Nirwana, 75200 Tanjung Kling, Melaka, Malaysia",2.2212668,102.184042,"2.2212668, 102.184042"
284,FamilyMart Kuala Kangsar,"No. 70-C Ground Floor, Jalan Kangsar, 33000 Kuala Kangsar, Perak.","70-C Ground Floor, Jalan Kangsar, Bandar Baru, 33000 Kuala Kangsar, Perak, Malaysia",4.7695841,100.9403856,"4.7695841, 100.9403856"
285,FamilyMart Senawang,"No.160-G, Jalan Taman Komersial Senawang 1, Taman Komersial Senawang, 70450 Seremban, Negeri Sembilan.","No.160-G, Jalan Taman Komersial Senawang 1, Taman Komersil Senawang, 70450 Seremban, Negeri Sembilan, Malaysia",2.7044282,101.9865197,"2.7044282, 101.9865197"
